鄉鎮市區,交易標的,土地位置建物門牌,土地面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,租賃年月日,租賃筆棟數,租賃層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,有無附傢俱,總額元,單價元平方公尺,車位類別,車位面積平方公尺,車位總額元,備註,編號
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,Whether there is attaches the furniture,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number
內湖區,建物,台北市內湖區內湖路一段120巷19號3樓,0.0,商,,,1011025,土地0建物1車位0,三層,10,廠辦,工業用,鋼筋混凝土造,0891113,165.2,0,0,0,有,有,無,81186,491,,0.0,0,,RPXNMLRJJIHFFCA97CC
中山區,建物,台北市中山區松江路170巷27號3樓,0.0,住,,,1010814,土地0建物1車位1,三層,8,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0950208,175.39,2,2,2,有,有,有,50000,285,坡道平面,35.29,0,,RPUPMLRJJIHFFCA87CC
內湖區,建物,台北市內湖區瑞光路392號15樓,0.0,商,,,1011030,土地0建物1車位0,十五層,,辦公商業大樓,,,,2069.43,0,0,0,無,有,無,939300,454,,0.0,0,,RPOQMLRJJIHFFCA37CC
內湖區,房地(土地+建物)+車位,台北市內湖區瑞光路478巷18弄32號7樓,80.7,工,,,1011101,土地1建物1車位1,七層,8,辦公商業大樓,工業用,鋼筋混凝土造,0880918,370.0,0,0,0,無,有,無,117810,318,坡道平面,0.0,0,,RPPQMLRJJIHFFCA47CC
信義區,建物,台北市信義區林口街128號3樓,0.0,住,,,1011019,土地0建物1車位0,三層,4,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,,94.94,3,2,2,有,無,無,21000,221,,0.0,0,,RPSNMLRJJIHFFDA57CC
松山區,建物,台北市松山區敦化北路214號,0.0,其他,,,1011011,土地0建物1車位0,七層,11,辦公商業大樓,商業用,鋼筋混凝土造,0720423,684.98,0,0,0,無,有,無,312536,456,,0.0,0,,RPOOMLRJJIHFFDA27CC
信義區,建物,台北市信義區吳興街269巷18弄14號4樓,107.0,住,,,1011024,土地0建物0車位0,四層,4,套房(1房1廳1衛),住家用,鋼筋混凝土造,,70.8,1,0,1,有,無,有,8300,117,,0.0,0,,RPROMLRJJIHFFDA57CC
信義區,建物,台北市信義區忠孝東路五段508號7樓之2,0.0,住,,,1011106,土地0建物1車位1,七層,28,辦公商業大樓,商業用,鋼骨混凝土造,0820813,204.23999999999998,3,0,1,有,有,無,80000,392,坡道平面,0.0,0,,RPXOMLRJJIHFFDA18CC
松山區,建物,台北市松山區復興北路201號4樓之2,0.0,其他,,,1011008,土地0建物3車位3,四層,12,辦公商業大樓,商業用,鋼筋混凝土造,0730718,777.09,0,0,0,無,有,無,265000,341,坡道平面,0.0,0,,RPPPMLRJJIHFFDA47CC
信義區,建物,台北市信義區吳興街361巷26號二樓,0.0,住,,,1011101,土地0建物1車位0,二層,4,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0610210,82.48,3,2,1,有,無,有,20000,242,,0.0,0,,RPQPMLRJJIHFFDA57CC
中正區,建物,台北市中正區金山南路1段155號3樓,0.0,住,,,1011106,土地0建物1車位0,三層,8,華廈(10層含以下有電梯),商業用,鋼筋混凝土造,0790621,208.78,0,0,0,無,無,無,65000,311,,0.0,0,,RPUNMLRJJIHFFBA57CC
中正區,建物,台北市中正區師大路212號9樓之1,0.0,,,,1011106,土地0建物1車位0,九層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0991027,99.64,2,2,1,有,有,有,25000,251,,0.0,0,,RPVOMLRJJIHFFAA67CC
文山區,建物,台北市文山區羅斯福路六段258號十三樓之3,0.0,商,,,1011031,土地0建物1車位1,十三層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0990930,220.70999999999998,3,2,2,有,無,有,38500,174,坡道平面,78.3,0,,RPORMLRJJIHFFAA27CC
萬華區,建物,台北市萬華區西園路二段261巷34弄42號1樓之1,4.46,其他,,,1011020,土地0建物1車位0,一層,4,公寓(5樓含以下無電梯),住家用,加強磚造,,76.79,0,0,0,無,無,無,22000,286,,0.0,0,,RPXNMLRJJIHFFBA97DC
萬華區,建物,台北市萬華區西園路二段261巷34弄42號1樓之1,14.75,其他,,,1011020,土地0建物1車位0,一層,4,公寓(5樓含以下無電梯),住家用,加強磚造,,76.79,0,0,0,無,無,無,22000,286,,0.0,0,,RPOOMLRJJIHFFBA17DC
大安區,房地(土地+建物),台北市大安區大安路二段35號4樓,20.31,住,,,1011016,土地1建物1車位0,四層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0821207,82.64,2,2,1,有,有,有,38000,460,,0.0,0,,RPXNMLRJJIHFFFA38DC
大安區,建物,台北市大安區和平東路一段73號2樓,0.0,,,,1011031,土地0建物1車位0,二層,12,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,0751224,175.67,2,1,1,有,有,無,48000,273,,0.0,0,,RPWNMLRJJIHFFFA18CC
大安區,建物,台北市大安區和平東路一段87號3樓,0.0,,,,1011106,土地0建物1車位0,三層,12,辦公商業大樓,商業用,鋼筋混凝土造,0781019,125.24,0,0,0,無,有,無,40000,319,,0.0,0,,RPOOMLRJJIHFFFA47CC
大安區,建物,台北市大安區忠孝東路三段248巷19弄40號一樓,0.0,住,,,1011030,土地0建物1車位0,一層,5,店面(店鋪),國民住宅,鋼筋混凝土造,0720401,101.82000000000001,0,0,0,無,無,無,30000,295,,0.0,0,,RPSOMLRJJIHFFFA87CC
北投區,房地(土地+建物),台北市北投區石牌路2段68巷2號1樓,77.0,商,,,1011101,土地1建物1車位0,一層,3,店面(店鋪),住商用,加強磚造,0560707,37.2,0,0,0,無,無,無,50000,1344,,0.0,0,,RPROMLRJJIHFFEA67CC
北投區,房地(土地+建物),台北市北投區崗山路16號,38.26,住,,,1011026,土地1建物1車位0,一層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0690729,124.04,3,2,2,有,無,無,13000,105,,0.0,0,,RPUOMLRJJIHFFEA97CC
北投區,房地(土地+建物)+車位,台北市北投區行義路124巷7-1號3F,67.69,住,,,1011014,土地1建物1車位1,三層,3,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0831028,221.88,3,2,2,有,無,有,33000,149,坡道平面,22.97,0,,RPXOMLRJJIHFFEA28CC
士林區,建物,台北市士林區中山北路五段557號1~2F,0.0,商,,,1011011,土地0建物2車位11,見其他登記事項,19,辦公商業大樓,見其他登記事項,鋼骨鋼筋混凝土造,1001014,526.07,0,0,0,無,有,無,920000,1749,坡道平面,0.0,0,,RPOPMLRJJIHFFEA47CC
大安區,建物,台北市大安區敦化南路一段314號8樓,0.0,住,,,1011106,土地0建物1車位0,八層,14,住宅大樓(11層含以上有電梯),,鋼筋混凝土造,,142.98,2,2,2,有,有,有,41000,287,,0.0,0,,RPRNMLSJJIHFFFA77CC
大安區,建物,台北市大安區忠孝東路4段162號11樓之3,0.0,住,,,1011107,土地0建物1車位0,十一層,12,住宅大樓(11層含以上有電梯),,鋼筋混凝土造,,108.44,3,2,2,有,有,有,45000,415,,0.0,0,,RPSNMLSJJIHFFFA87CC
大安區,建物,台北市大安區瑞安街81巷12弄17號8樓,0.0,住,,,1011201,土地0建物1車位0,八層,10,華廈(10層含以下有電梯),住家用,見其他登記事項,0980309,248.29999999999998,3,2,2,有,有,有,133333,537,坡道平面,0.0,0,,RPUNMLSJJIHFFFA08CC
大安區,建物,台北市大安區信義路二段56號3樓之3,0.0,商,,,1011026,土地0建物1車位0,三層,11,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,0950630,56.519999999999996,1,1,1,有,有,有,27000,478,,0.0,0,,RPWNMLSJJIHFFFA28CC
大安區,建物,台北市大安區復興南路一段380號4樓之2,0.0,商,,,1011101,土地0建物1車位0,四層,12,辦公商業大樓,商業用,鋼筋混凝土造,0831124,113.79,0,0,1,有,有,無,50000,439,,0.0,0,,RPROMLSJJIHFFFA87CC
大安區,建物,台北市大安區信義路三段156號3樓之7,0.0,商,,,1011031,土地0建物1車位0,三層,14,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,0970903,37.09,1,1,1,有,有,有,22683,612,,0.0,0,,RPUOMLSJJIHFFFA18CC
大安區,建物,台北市大安區忠孝東路3段136號5樓之3,0.0,商,,,1011012,土地0建物1車位0,五層,13,辦公商業大樓,見其他登記事項,鋼骨鋼筋混凝土造,0970317,133.14,0,0,0,無,有,無,55000,413,,0.0,0,,RPXNMLSJJIHFFFA48DC
大安區,建物,台北市大安區仁愛路三段5巷1弄21之7號,0.0,,,,1011026,土地0建物1車位0,一層,4,公寓(5樓含以下無電梯),住家用,加強磚造,,88.58,0,0,1,無,無,無,34000,384,,0.0,0,,RPQOMLSJJIHFFFA87DC
中正區,建物,台北市中正區新生南路一段6號2樓之1,0.0,,,,1011019,土地0建物1車位0,二層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0750723,108.79,0,0,0,無,無,無,50000,460,,0.0,0,,RPTNMLSJJIHFFBA67DC
中山區,建物,台北市中山區民權東路二段26號8F-3,0.0,,,,1011023,土地0建物1車位0,八層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0730406,62.59,2,1,2,有,有,有,25000,399,,0.0,0,,RPOPMLSJJIHFFCA47DC
文山區,建物,台北市文山區羅斯福路六段21號1樓,0.0,商,,,1011101,土地0建物1車位0,一層,2,店面(店鋪),,,,54.91,0,0,0,無,無,無,22000,401,,0.0,0,,RPVOMLSJJIHFFAA77CC
中正區,建物,台北市中正區忠孝東路一段39號9樓,0.0,商,,,1011016,土地0建物1車位0,九層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0950926,86.93,2,2,2,有,有,有,51800,596,,0.0,0,,RPVNMLSJJIHFFBA77CC
南港區,建物,台北市南港區重陽路63號4樓之3,14.18,商,,,1011025,土地0建物1車位0,四層,7,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,1000901,53.57,0,0,1,有,有,有,20000,373,,0.0,0,,RPPNMLSJJIHFFDA37CC
信義區,建物,台北市信義區光復南路525號13樓之5,0.0,商,,,1011030,土地0建物1車位0,十三層,13,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,0891124,47.86,1,1,1,有,有,有,26667,557,,0.0,0,,RPVNMLSJJIHFFDA97CC
信義區,建物,台北市信義區信義路五段95號六樓,0.0,其他,,,1011031,土地0建物1車位1,六層,27,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,0961228,269.7,3,2,3,有,有,有,133500,495,坡道平面,21.7,0,,RPPOMLSJJIHFFDA47CC
中山區,建物,台北市中山區遼寧街112號六樓之5,0.0,商,,,1011023,土地0建物1車位0,六層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0730806,83.99000000000001,2,2,1,有,有,有,30650,365,,0.0,0,,RPOOMLSJJIHFFCA27CC
內湖區,房地(土地+建物)+車位,台北市內湖區洲子街68號3樓,73.31,工,,,1011016,土地1建物1車位2,三層,10,辦公商業大樓,工業用,鋼筋混凝土造,0880204,275.64,0,0,0,無,有,無,106000,385,坡道平面,0.0,0,,RPUOMLSJJIHFFCA87CC
內湖區,建物,台北市內湖區瑞光路358巷30弄1號6樓,0.0,工,,,1011029,土地0建物2車位5,六層,11,廠辦,見其他登記事項,見其他登記事項,0940607,1441.37,0,0,0,無,有,無,441516,306,坡道平面,225.15,0,,RPOPMLTJJIHFFCA47CC
內湖區,房地(土地+建物)+車位,台北市內湖區康寧路三段75巷112號6樓,79.9,住,,,1011103,土地1建物1車位1,六層,6,華廈(10層含以下有電梯),國民住宅,鋼筋混凝土造,0900817,146.0,3,2,2,有,有,有,26500,182,其他,0.0,0,,RPRPMLTJJIHFFCA77CC
內湖區,建物,台北市內湖區基湖路35巷16號7樓之3,0.0,工,,,1011108,土地0建物1車位2,七層,10,辦公商業大樓,見其他登記事項,鋼筋混凝土造,0950713,442.15,5,0,0,有,有,有,168000,380,坡道平面,0.0,0,,RPSQMLTJJIHFFCA97CC
中山區,建物,台北市中山區中山北路二段52號3樓之2,0.0,商,,,1011029,土地0建物1車位0,三層,12,辦公商業大樓,商業用,鋼筋混凝土造,0750410,158.09,0,0,0,無,有,無,55000,348,,0.0,0,,RPUQMLTJJIHFFCA18CC
內湖區,建物,台北市內湖區新明路396號,0.0,住,,,1011015,土地0建物1車位0,一層,11,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,0990712,52.46,0,0,0,無,有,無,16000,305,,0.0,0,,RPWSMLTJJIHFFCA58CC
中山區,建物,台北市中山區長春路328號9樓之4,0.0,商,,,1011108,土地0建物1車位1,九層,11,辦公商業大樓,商業用,鋼筋混凝土造,0820309,261.39,0,0,0,無,有,無,90000,344,坡道平面,0.0,0,,RPXSMLTJJIHFFCA68CC
松山區,房地(土地+建物),台北市松山區南京東路五段8、10號,394.0,商,,,1011215,土地2建物1車位0,一層,6,店面(店鋪),商業用,鋼筋混凝土造,,318.9,0,0,0,無,有,無,260000,815,,0.0,0,,RPRRMLTJJIHFFDA08CC
信義區,房地(土地+建物),台北市信義區忠孝東路四段560號13樓,19.0,商,,,1011015,土地1建物1車位0,十三層,13,辦公商業大樓,住家用,鋼骨鋼筋混凝土造,,410.0,0,0,0,無,無,有,210800,514,,0.0,0,,RPURMLTJJIHFFDA38CC
信義區,建物,台北市信義區永吉路53號11樓之5,0.0,商,,,1011022,土地0建物1車位0,十一層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0960524,72.03999999999999,2,1,2,有,有,有,45000,625,,0.0,0,,RPVSMLTJJIHFFDA58CC
中正區,建物,台北市中正區羅斯福路2段132號2樓,0.0,商,,,1011017,土地0建物1車位0,二層,15,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,0951225,42.28,0,0,0,無,有,有,20000,473,,0.0,0,,RPPPMLTJJIHFFAA37CC
文山區,建物,台北市文山區景美街５７之２號,0.0,商,,,1011010,土地0建物1車位0,一層,11,店面(店鋪),商業用,鋼筋混凝土造,0850706,39.67,0,0,0,無,無,無,8000,202,,0.0,0,,RPQPMLTJJIHFFAA47CC
大安區,房地(土地+建物),台北市大安區忠孝東路四段128號12樓,22.15,商,,,1011030,土地1建物1車位0,十二層,12,辦公商業大樓,,鋼筋混凝土造,,227.39,3,4,3,有,無,無,115000,506,,0.0,0,,RPRNMLTJJIHFFFA87CC
大安區,建物,台北市大安區辛亥路一段40號2樓,0.0,住,,,1011108,土地0建物1車位0,二層,7,華廈(10層含以下有電梯),見使用執照,鋼筋混凝土造,0720629,106.89,1,1,1,有,無,無,34100,319,,0.0,0,,RPWNMLTJJIHFFFA38CC
大安區,建物,台北市大安區嘉興街323巷3號3樓之二,0.0,,,,1011011,土地0建物1車位0,十四層,3,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0890626,120.38,3,2,2,有,有,有,57000,474,,0.0,0,,RPTPMLTJJIHFFFA28CC
大安區,建物,台北市大安區永康街１３巷１號１?２樓,0.0,住,,,1011015,土地0建物2車位0,見其他登記事項,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,162.77,0,2,2,有,有,無,166667,1024,,0.0,0,,RPUPMLTJJIHFFFA38CC
大安區,建物,台北市大安區信義路四段1號8樓之3,0.0,商,,,1011026,土地0建物1車位0,八層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,54.3,2,1,1,有,有,有,25556,471,,0.0,0,,RPVPMLTJJIHFFFA48CC
信義區,建物,台北市信義區莊敬路430號1樓,0.0,商,,,1011110,土地0建物1車位0,一層,4,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0630718,79.57,1,1,1,有,無,無,51800,651,,0.0,0,,RPPNMLKKJIHFFDA66CC
信義區,建物,台北市信義區吳興街345巷2號1樓,0.0,住,,,1011110,土地0建物1車位0,一層,4,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0610628,65.61,1,0,1,有,無,無,20000,305,,0.0,0,,RPTNMLKKJIHFFDA07CC
信義區,房地(土地+建物)+車位,台北市信義區松德路200巷7號2樓,27.11,其他,,,1011130,土地1建物1車位1,二層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0810507,190.39,4,2,2,有,有,有,55000,289,坡道平面,0.0,0,,RPUNMLKKJIHFFDA17CC
松山區,建物,台北市松山區饒河街37號,0.0,商,,,1011105,土地0建物1車位0,一層,4,公寓(5樓含以下無電梯),商業用,鋼筋混凝土造,0650715,93.5,0,0,0,無,無,無,200000,2139,,0.0,0,,RPVNMLKKJIHFFDA27CC
內湖區,建物,台北市內湖區康寧路三段174號3樓,0.0,商,,,1011012,土地0建物1車位0,三層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0800123,147.2,3,2,2,有,無,無,39000,265,,0.0,0,,RPPNMLLKJIHFFCA66CC
北投區,建物,台北市北投區承德路七段310號1F,598.0,住,,,1011030,土地0建物1車位0,一層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0901126,477.8,0,0,0,無,無,無,180000,377,,0.0,0,,RPPNMLLKJIHFFEA86CC
北投區,建物,台北市北投區光明路22號10樓-2,0.0,商,,,1011105,土地0建物1車位0,十層,29,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,0961119,90.53,2,1,1,有,有,有,27000,298,,0.0,0,,RPSPMLMKJIHFFEA47CC
大安區,房地(土地+建物),台北市大安區基隆路二段166號1樓,0.0,商,,,1020108,土地0建物1車位0,一層,12,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,0780524,80.0,0,0,0,無,有,無,78000,975,,0.0,0,,RPQNMLMKJIHFFFA17CC
大安區,建物,台北市大安區敦化南路二段265巷1號5樓之2,0.0,其他,,,1011030,土地0建物1車位0,五層,7,華廈(10層含以下有電梯),商業用,鋼筋混凝土造,0710417,128.01,3,2,2,有,有,無,47000,367,,0.0,0,,RPRNMLMKJIHFFFA27CC
大安區,房地(土地+建物),台北市大安區復興南路二段271巷2號6樓,39.08,商,,,1011015,土地2建物1車位0,六層,6,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0740716,207.44,5,2,3,有,有,無,40500,195,,0.0,0,,RPPOMLMKJIHFFFA17CC
文山區,房地(土地+建物)+車位,台北市文山區萬芳路3之18號2樓,0.0,住,,,1011115,土地0建物1車位1,二層,5,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1010131,163.19,3,2,2,有,無,無,34500,211,坡道平面,27.6,0,,RPPOMLMKJIHFFAA66CC
內湖區,建物,台北市內湖區民權東路六段146號9樓之15,4.29,,,,1011101,土地0建物0車位0,九層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0960621,43.74,0,0,0,有,無,有,21111,483,升降機械,0.63,0,,RPXNMLMKJIHFFCA57CC
內湖區,房地(土地+建物)+車位,台北市內湖區瑞湖街178巷17號2樓,13.69,工,,,1011020,土地1建物1車位2,二層,5,廠辦,見其他登記事項,鋼筋混凝土造,0970312,339.76,0,0,0,無,有,無,70000,206,坡道平面,0.0,0,,RPSQMLMKJIHFFCA37CC
中山區,建物,台北市中山區南京東路3段89巷27弄15號12樓,0.0,住,,,1011108,土地0建物1車位0,十二層,17,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,0980901,179.72,2,2,2,有,有,有,79000,440,,0.0,0,,RPORMLMKJIHFFCA07CC
中山區,建物,台北市中山區林森北路409號6樓之24,2187.0,商,,,1011101,土地0建物1車位0,六層,12,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,0710531,21.28,1,0,1,有,無,有,7000,329,,0.0,0,,RPPRMLMKJIHFFCA17CC
內湖區,建物,台北市內湖區內湖路一段91巷23弄6號4樓,496.0,工,,,1011102,土地0建物1車位0,四層,4,廠辦,工業用,鋼筋混凝土造,0761207,496.0,0,0,0,無,有,無,100000,202,,0.0,0,,RPQRMLMKJIHFFCA27CC
中山區,建物,台北市中山區中山北路三段49號6樓之4，5,0.0,商,,,1011110,土地0建物2車位0,六層,8,辦公商業大樓,商業用,鋼筋混凝土造,,164.34,2,1,0,有,有,有,63000,383,,0.0,0,,RPSSMLMKJIHFFCA57CC
中山區,建物,台北市中山區龍江路102號4樓之1,0.0,住,,,1011110,土地0建物1車位0,四層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0750127,123.16,3,2,2,有,有,有,35000,284,,0.0,0,,RPTSMLMKJIHFFCA67CC
松山區,房地(土地+建物),台北市松山區光復北路26巷3號7樓,6.78,商,,,1011105,土地1建物1車位0,七層,10,華廈(10層含以下有電梯),商業用,鋼筋混凝土造,0830324,64.65,1,2,1,有,無,無,24200,374,,0.0,0,,RPSNMLMKJIHFFDA17CC
信義區,建物,台北市信義區基隆路一段135號4樓1室,0.0,商,,,1011108,土地0建物1車位0,四層,13,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,0950802,36.7,1,1,1,有,有,有,20000,545,,0.0,0,,RPVPMLMKJIHFFDA67CC
