鄉鎮市區,交易標的,土地位置建物門牌,土地面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,租賃年月日,租賃筆棟數,租賃層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,有無附傢俱,總額元,單價元平方公尺,車位類別,車位面積平方公尺,車位總額元,備註,編號
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,Whether there is attaches the furniture,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number
信義區,建物,台北市信義區中坡南路98巷2號,0.0,住,,,1011227,土地0建物1車位0,一層,7,華廈(10層含以下有電梯),商業用,鋼筋混凝土造,0780505,103.19,2,2,1,有,無,無,35000,339,,0.0,0,,RPVOMLQKJHIFFDA97CC
信義區,房地(土地+建物),台北市信義區仁愛路四段452巷5號1F,13.84,住,,,1020225,土地1建物1車位0,一層,7,華廈(10層含以下有電梯),商業用,鋼筋混凝土造,0710226,83.5,0,0,0,無,無,無,63000,754,,0.0,0,,RPSQMLQKJHIFFDA87CC
大同區,建物,台北市大同區昌吉街28號7樓,0.0,,,,1020120,土地0建物1車位0,七層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1010112,214.75,3,2,2,有,有,有,70000,326,,0.0,0,,RPPOMLQKJHIFFBA17CC
中正區,建物,台北市中正區連雲街７號３樓,0.0,住,,,1011217,土地0建物1車位0,三層,4,公寓(5樓含以下無電梯),,加強磚造,,87.99,3,2,1,有,無,無,28000,318,,0.0,0,,RPROMLQKJHIFFBA37CC
中山區,建物,台北市中山區中山北路2段168號之3  10F之1,0.0,住,,,1011228,土地0建物1車位0,十層,14,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,0951129,51.76,2,1,1,有,有,有,30000,580,,0.0,0,,RPTNMLQKJHIFFCA57CC
中山區,建物,台北市中山區建國北路1段41號4樓之3,0.0,,,,1020119,土地0建物1車位0,四層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0960913,129.13,2,2,2,有,有,有,65000,503,,0.0,0,,RPUPMLQKJHIFFCA87CC
內湖區,建物,台北市內湖區瑞光路399號8樓,0.0,,,,1011221,土地0建物1車位0,八層,15,辦公商業大樓,工業用,見使用執照,0901119,817.3799999999999,0,0,0,無,有,無,408012,499,,0.0,0,,RPXPMLQKJHIFFCA18CC
中山區,建物,台北市中山區南京東路三段48巷36號6樓之1,0.0,,,,1020108,土地0建物1車位0,六層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0930330,181.9,3,2,2,有,有,有,85000,467,,0.0,0,,RPUQMLQKJHIFFCA97CC
內湖區,建物,台北市內湖區洲子街194號4樓,0.0,工,,,1020104,土地0建物1車位2,四層,9,廠辦,工業用,鋼筋混凝土造,0890907,277.93,0,0,0,無,有,無,105982,381,坡道平面,0.0,0,,RPVQMLQKJHIFFCA08CC
中山區,房地(土地+建物),台北市中山區中山北路三段51之3號,97.0,商,,,1011220,土地1建物1車位0,全,3,透天厝,,加強磚造,,223.11,1,3,2,有,無,無,80000,359,,0.0,0,租賃整棟。租金含租賃所得稅及健保補充保費。,RPXQMLQKJHIFFCA28CC
中山區,建物,台北市中山區農安街8號4樓之2之3,0.0,,,,1020114,土地0建物1車位0,四層,14,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,0980622,106.46000000000001,2,1,1,有,有,有,58000,545,,0.0,0,,RPSRMLQKJHIFFCA87CC
中山區,建物,台北市中山區新生北路三段56巷19號9樓之5,0.0,,,,1020124,土地0建物1車位0,九層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0981021,75.78,2,2,1,有,有,有,48000,633,,0.0,0,,RPTRMLQKJHIFFCA97CC
大安區,建物,台北市大安區和平東路三段370號1樓至4樓,0.0,住,,,1011224,土地0建物4車位0,全,4,透天厝,住家用,鋼筋混凝土造,,338.88,0,0,4,有,無,無,75000,221,,0.0,0,,RPPOMLQKJHIFFFA57CC
大安區,建物,台北市大安區光復南路692巷29號2樓,34.0,商,,,1011225,土地0建物1車位0,二層,4,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0630802,91.27,3,2,1,有,無,無,21000,230,,0.0,0,,RPROMLQKJHIFFFA77CC
大安區,建物,台北市大安區忠孝東路四段67號,0.0,商,,,1011220,土地0建物0車位0,一層,12,店面(店鋪),商業用,鋼筋混凝土造,,46.0,0,0,0,無,有,無,280000,6087,,0.0,0,承租部分面積，依現況丈量為主,RPSPMLQKJHIFFFA97CC
大安區,房地(土地+建物),台北市大安區安和路一段49巷15號7樓,0.0,住,,,1011221,土地0建物1車位0,七層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0690124,130.14,3,2,2,有,無,有,46500,357,,0.0,0,,RPUNMLRKJHIFFFA08CC
大安區,房地(土地+建物),台北市大安區復興南路一段340巷24號,121.0,住,,,1011101,土地1建物1車位0,全,3,透天厝,,加強磚造,,208.63,4,3,2,有,無,有,122222,586,,0.0,0,,RPVNMLRKJHIFFFA18CC
大安區,建物,台北市大安區光復南路560巷6號1樓+地下,0.0,住,,,1020116,土地0建物1車位0,一層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,377.77,0,0,2,有,有,無,80000,212,,0.0,0,,RPPOMLRKJHIFFFA67CC
大安區,建物,台北市大安區光復南路308巷28之3號,91.38,住,,,1020114,土地0建物1車位0,四層,4,公寓(5樓含以下無電梯),,加強磚造,,91.38,3,2,1,有,無,有,22000,241,,0.0,0,,RPROMLRKJHIFFFA87CC
大安區,建物,台北市大安區安和路二段181巷2號4樓之1,0.0,住,,,1020109,土地0建物1車位0,四層,17,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0790123,175.59,4,2,2,有,有,有,57000,325,,0.0,0,,RPTOMLRKJHIFFFA08CC
大安區,建物,台北市大安區忠孝東路四段216巷11弄14號4樓,0.0,住,,,1020114,土地0建物1車位0,四層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,136.35,3,2,2,有,有,有,40000,293,,0.0,0,,RPVOMLRKJHIFFFA28CC
大安區,建物,台北市大安區瑞安街208巷61弄19號14樓,0.0,住,,,1020111,土地0建物1車位0,十四層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0761231,176.05,4,2,2,有,有,有,50000,284,,0.0,0,,RPWOMLRKJHIFFFA38CC
士林區,建物,台北市士林區德行西路５０號４樓之九,0.0,住,,,1011221,土地0建物1車位0,四層,13,套房(1房1廳1衛),見其他登記事項,鋼筋混凝土造,0970502,46.04,1,1,1,有,有,有,25000,543,,0.0,0,,RPVOMLRKJHIFFEA18CC
中山區,建物,台北市中山區中山北路二段93巷8號3樓之19,9.42,,,,1020115,土地0建物1車位0,三層,12,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,0940803,68.04,3,1,2,有,無,有,35000,514,,0.0,0,,RPOSMLRKJHIFFCA77DC
中正區,建物,台北市中正區汀州路三段７１號,0.0,住,,,1011220,土地0建物1車位0,一層,4,店面(店鋪),,加強磚造,,72.19,0,0,0,無,無,無,25000,346,,0.0,0,,RPROMLRKJHIFFAA37CC
內湖區,車位,台北市內湖區瑞光路302號地下二層等,0.0,,,,1011224,土地0建物0車位5,地下二層,,廠辦,,,,286.5,0,0,0,有,有,無,18375,,坡道平面,286.5,18375,本案租賃面積為實際使用面積,RPXNMLRKJHIFFCA08CC
中山區,建物,台北市中山區松江路139號9樓之3,0.0,商,,,1011224,土地0建物1車位0,九層,12,辦公商業大樓,商業用,鋼筋混凝土造,0831014,92.16,1,0,0,無,有,無,55000,597,坡道平面,37.27,0,外國公司租賃，目前在台灣尚未設立公司。,RPQOMLRKJHIFFCA47CC
內湖區,建物,台北市內湖區新湖一路99號1樓,0.0,工,,,1020103,土地0建物1車位0,一層,7,廠辦,見其他登記事項,鋼筋混凝土造,1010626,288.6,0,0,0,無,有,無,116990,405,,0.0,0,,RPWOMLRKJHIFFCA08CC
中山區,建物,台北市中山區民生西路４５巷７弄５號２樓之１,0.0,商,,,1011225,土地0建物1車位0,二層,6,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0910510,67.29,2,1,1,有,無,有,15000,223,,0.0,0,,RPTPMLRKJHIFFCA87CC
中山區,建物,台北市中山區敬業一路128巷51號3樓之2,0.0,商,,,1020106,土地0建物1車位0,三層,7,華廈(10層含以下有電梯),商業用,鋼筋混凝土造,0970820,61.05,2,1,1,有,無,有,17500,287,,0.0,0,,RPTQMLRKJHIFFCA97CC
中山區,建物,台北市中山區中山北路二段20巷16號1樓,0.0,,,,1020201,土地0建物1車位0,一層,5,店面(店鋪),,加強磚造,,152.61,0,0,0,無,無,無,180000,1179,,0.0,0,,RPQRMLRKJHIFFCA77CC
內湖區,建物,台北市內湖區瑞光路358巷30弄12號5樓,54.78,其他,,,1020115,土地0建物1車位2,五層,8,辦公商業大樓,工業用,鋼筋混凝土造,0900524,253.66,3,1,0,有,有,無,85000,335,坡道平面,0.0,0,,RPWRMLRKJHIFFCA38CC
中山區,建物,台北市中山區天祥路82號13樓之1,0.0,商,,,1020117,土地0建物1車位0,十三層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0931203,49.08,1,1,1,有,有,有,27000,550,,0.0,0,,RPSSMLRKJHIFFCA08CC
中山區,建物,台北市中山區龍江路120巷9號3樓之11,0.0,住,,,1020104,土地0建物1車位0,三層,11,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0750712,35.31,1,0,1,有,有,有,12000,340,,0.0,0,,RPTSMLRKJHIFFCA18CC
中山區,建物,台北市中山區長春路100號8樓之13,0.0,商,,,1020104,土地0建物0車位0,八層,12,辦公商業大樓,住家用,鋼筋混凝土造,0640626,39.919999999999995,1,0,0,無,有,有,13000,326,,0.0,0,,RPWSMLRKJHIFFCA48CC
中山區,建物,台北市中山區新生北路一段67號9樓之一,0.0,住,,,1011219,土地0建物1車位0,九層,10,華廈(10層含以下有電梯),商業用,鋼筋混凝土造,0941017,82.64,2,2,1,有,有,有,24300,294,,0.0,0,,RPXSMLRKJHIFFCA58CC
大同區,建物,台北市大同區延平北路二段55號,0.0,其他,,,1011205,土地0建物1車位0,見其他登記事項,14,店面(店鋪),見其他登記事項,鋼筋混凝土造,0981203,148.77,0,0,0,無,有,無,72000,484,坡道平面,54.65,0,,RPUNMLRKJHIFFBA67CC
大同區,建物,台北市大同區大龍街91巷17之1號,0.0,,,,1020101,土地0建物1車位0,一層,14,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,0840429,150.56,0,0,1,有,有,無,35000,232,,0.0,0,,RPTOMLRKJHIFFBA67CC
中正區,建物,台北市中正區衡陽路108號七樓之七,0.0,商,,,1011219,土地0建物1車位0,七層,14,住宅大樓(11層含以上有電梯),見其他登記事項,見其他登記事項,0920321,51.23,1,0,1,有,有,有,17000,332,,0.0,0,,RPTPMLRKJHIFFBA77CC
信義區,建物,台北市信義區永吉路120巷49號1樓,0.0,住,,,1020111,土地0建物1車位0,一層,5,店面(店鋪),住家用,鋼筋混凝土造,0600821,67.05,0,0,0,無,無,有,25000,373,,0.0,0,,RPPOMLRKJHIFFDA47CC
松山區,建物,台北市松山區南京東路四段23號11樓之7,0.0,商,,,1020117,土地0建物1車位0,十一層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0971205,55.88,1,1,1,有,有,有,28000,501,,0.0,0,,RPQQMLRKJHIFFDA77CC
松山區,建物,台北市松山區南京東路三段305號,0.0,,,,1020101,土地0建物1車位0,一層,11,店面(店鋪),見其他登記事項,鋼筋混凝土造,0661103,213.57,0,0,0,無,無,有,230000,1077,,0.0,0,,RPRQMLRKJHIFFDA87CC
松山區,建物,台北市松山區八德路二段348號9樓之9,0.0,,,,1011228,土地0建物1車位0,九層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0980123,42.25,1,1,1,有,有,有,20000,473,,0.0,0,,RPOOMLSKJHIFFDA47CC
松山區,房地(土地+建物),台北市松山區南京東路五段154號9樓,2339.0,商,,,1020101,土地2建物1車位0,九層,17,辦公商業大樓,商業用,鋼筋混凝土造,0731106,130.89,1,2,2,有,無,無,28000,214,,0.0,0,,RPWOMLSKJHIFFDA28CC
松山區,建物,台北市松山區民權東路三段106巷3弄67號七樓,0.0,住,,,1020111,土地0建物1車位0,七層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0740301,131.3,3,2,2,有,無,有,60000,457,,0.0,0,租金內含大樓管理費、網路、有線電視費用,RPTPMLSKJHIFFDA08CC
松山區,建物,台北市松山區民權東路三段106巷3弄67號七樓,0.0,住,,,1020111,土地0建物1車位0,七層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0740301,131.3,3,2,2,有,無,有,60000,457,,0.0,0,租賃內含網路、有線電視、大樓管理費用,RPUPMLSKJHIFFDA18CC
信義區,建物,台北市信義區基隆路一段133號十二樓之5,0.0,住,,,1020109,土地0建物1車位0,十二層,13,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,0950802,32.620000000000005,1,1,1,有,有,有,21727,666,,0.0,0,,RPOQMLSKJHIFFDA67CC
信義區,建物,台北市信義區光復南路445號2樓,0.0,住,,,1020102,土地0建物1車位0,二層,4,公寓(5樓含以下無電梯),,加強磚造,,155.05,0,0,0,無,無,無,45000,290,,0.0,0,,RPPQMLSKJHIFFDA77CC
南港區,房地(土地+建物),台北市南港區興中路28巷5號,33.66,商,,,1020120,土地1建物1車位0,一層,3,公寓(5樓含以下無電梯),商業用,加強磚造,,84.68,1,1,1,有,無,無,25000,295,,0.0,0,,RPORMLSKJHIFFDA77CC
松山區,建物,台北市松山區八德路三段182號6樓之11,0.0,住,,,1020112,土地0建物1車位0,六層,11,辦公商業大樓,見其他登記事項,鋼骨鋼筋混凝土造,0950418,64.97,2,1,2,有,有,有,34000,523,,0.0,0,,RPQRMLSKJHIFFDA97CC
松山區,建物,台北市松山區八德路二段399號6樓之12,0.0,商,,,1020117,土地0建物1車位0,六層,13,辦公商業大樓,見其他登記事項,鋼筋混凝土造,0950823,50.910000000000004,2,1,2,有,有,有,30000,589,,0.0,0,,RPRRMLSKJHIFFDA08CC
萬華區,建物,台北市萬華區漢口街二段56號2樓,0.0,商,,,1020110,土地0建物1車位0,二層,10,辦公商業大樓,商業用,鋼筋混凝土造,0691024,198.51,0,1,1,有,無,有,70000,353,,0.0,0,,RPUNMLSKJHIFFBA77CC
中正區,建物,台北市萬華區信義路二段153號8樓之1,0.0,,,,1020106,土地0建物1車位0,八層,14,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,0990818,188.17,3,2,2,有,有,有,78000,415,,0.0,0,,RPOPMLSKJHIFFBA37CC
中正區,建物,台北市中正區忠孝東路二段88號13樓1307室,0.0,,,,1011224,土地0建物1車位0,十三層,22,辦公商業大樓,商業用,鋼骨混凝土造,0820409,113.26,0,0,0,無,有,無,77000,680,,0.0,0,,RPSQMLSKJHIFFBA87CC
中山區,建物,台北市中山區南京東路二段115巷3弄9號1樓,0.0,住,,,1020117,土地0建物1車位0,一層,4,公寓(5樓含以下無電梯),,鋼筋混凝土造,0620608,128.61,0,1,1,有,無,有,48000,373,,0.0,0,,RPRNMLSKJHIFFCA57CC
中山區,建物,台北市中山區中山北路一段105巷3號10樓,0.0,商,,,1020104,土地0建物1車位0,十層,10,華廈(10層含以下有電梯),商業用,鋼筋混凝土造,0900510,37.34,1,1,1,有,有,有,15000,402,,0.0,0,,RPWPMLSKJHIFFCA28CC
內湖區,建物,台北市內湖區星雲街131號十四樓之3,0.0,住,,,1020115,土地0建物1車位1,十四層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0931222,114.93,2,2,1,有,有,有,43000,374,坡道平面,26.12,0,,RPWRMLSKJHIFFCA48CC
文山區,建物,台北市文山區羅斯福路六段21號1樓,0.0,商,,,1020109,土地0建物1車位0,一層,2,店面(店鋪),,,,54.91,0,0,0,無,無,無,22000,401,,0.0,0,,RPQOMLSKJHIFFAA37CC
文山區,建物,台北市文山區羅斯福路五段218巷38弄14號5樓,0.0,住,,,1020117,土地0建物1車位0,五層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,,92.64,3,2,1,有,無,有,17000,184,,0.0,0,,RPSOMLSKJHIFFAA57CC
北投區,房地(土地+建物)+車位,台北市北投區中央北路三段40巷19弄11號10樓,21.63,住,,,1020108,土地1建物1車位1,十層,11,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0970702,100.63,2,2,1,有,有,無,17300,182,塔式車位,18.19,0,,RPTNMLSKJHIFFEA97CC
士林區,建物,台北市士林區中山北路六段157巷13號六樓,0.0,工,,,1011221,土地0建物1車位0,六層,15,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,0971002,80.75,2,2,1,有,有,有,38000,471,,0.0,0,,RPPOMLSKJHIFFEA67CC
士林區,建物,台北市士林區中山北路七段114巷41弄9之1號四樓,0.0,住,,,1020109,土地0建物1車位1,四層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0880602,244.69,4,2,3,有,有,有,80000,327,坡道平面,42.09,0,租賃層次四層及五層，四房中含一書房，租期為1年11個月又11天，租金含管理費及車位清潔費,RPTPMLSKJHIFFEA18CC
士林區,建物,台北市士林區中山北路七段219巷8號2樓之9,0.0,住,,,1020110,土地0建物1車位0,二層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0780817,78.35,1,1,1,有,有,有,30696,392,,0.0,0,,RPURMLSKJHIFFEA48CC
士林區,建物,台北市士林區中山北路七段219巷8號2樓之10,0.0,住,,,1020110,土地0建物1車位0,二層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0780817,79.71000000000001,1,1,1,有,有,有,30696,385,,0.0,0,,RPWRMLSKJHIFFEA68CC
大安區,建物,台北市大安區敦化南路二段38號七樓,0.0,其他,,,1020219,土地0建物1車位0,七層,22,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0770316,204.96,5,1,1,有,無,有,80000,390,,0.0,0,,RPPOMLSKJHIFFFA77CC
大安區,建物,台北市大安區大安路二段114號5樓之1,0.0,住,,,1020104,土地0建物1車位0,五層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0741210,131.03,3,2,1,有,有,有,30000,229,,0.0,0,,RPTOMLSKJHIFFFA18CC
大安區,建物,台北市大安區和平東路二段100號4F-2,0.0,,,,1020301,土地0建物1車位0,四層,12,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,0730616,104.33,3,1,2,有,有,有,32000,307,,0.0,0,,RPWOMLSKJHIFFFA48CC
大安區,建物,台北市大安區敦化南路二段200巷20號二樓,0.0,住,,,1020111,土地0建物1車位0,二層,11,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0790502,115.44,3,2,3,有,有,有,40000,347,,0.0,0,,RPOPMLSKJHIFFFA77CC
大安區,建物,台北市大安區和平東路二段40號10F,0.0,,,,1020125,土地0建物1車位0,十層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0760424,41.25,1,1,1,有,有,有,19000,461,,0.0,0,,RPPPMLSKJHIFFFA87CC
大安區,建物,台北市大安區安和路一段37號5樓,0.0,住,,,1020116,土地0建物1車位0,五層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,124.52,3,1,2,有,有,有,42000,337,,0.0,0,,RPRPMLSKJHIFFFA08CC
中正區,建物,台北市大同區館前路8號10樓11樓,0.0,商,,,1011220,土地0建物1車位0,十層,11,辦公商業大樓,商業用,鋼筋混凝土造,0721122,808.8299999999999,0,0,0,無,無,有,326267,403,,0.0,0,,RPQNMLTKJHIFFBA47CC
中正區,建物,台北市大同區館前路8號11樓,0.0,商,,,1011220,土地0建物1車位0,十一層,11,辦公商業大樓,商業用,鋼筋混凝土造,0721122,735.28,0,0,0,無,無,無,296533,403,,0.0,0,,RPRNMLTKJHIFFBA57CC
大同區,建物,台北市大同區民生西路199號二樓、二樓之5,0.0,其他,,,1011228,土地0建物2車位0,二層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0990401,128.91,0,0,0,無,有,無,32000,248,,0.0,0,,RPRNMLLLJHIFFBA86CC
松山區,建物,台北市松山區南京東路四段197號9樓之1,0.0,商,,,1020118,土地0建物1車位0,九層,12,辦公商業大樓,商業用,鋼筋混凝土造,0681027,133.03,0,0,0,無,有,無,40000,301,,0.0,0,,RPOOMLLLJHIFFDA86CC
南港區,房地(土地+建物)+車位,台北市南港區南港路三段48號6樓,0.0,工,,,1020116,土地0建物1車位8,六層,9,廠辦,工業用,鋼筋混凝土造,0780915,1456.67,0,0,0,無,有,無,350000,240,坡道平面,0.0,0,,RPSQMLLLJHIFFDA47CC
信義區,建物,台北市信義區信義路五段127號9樓之13,0.0,其他,,,1020120,土地0建物1車位0,九層,19,住宅大樓(11層含以上有電梯),住家用,見其他登記事項,0951229,46.34,1,1,1,有,有,無,21000,453,,0.0,0,,RPUQMLLLJHIFFDA67CC
中山區,建物,台北市中山區林森北路536號十樓之7,0.0,商,,,1011226,土地0建物1車位0,十層,14,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,0940826,39.62,1,1,1,有,有,有,18800,475,,0.0,0,,RPQQMLLLJHIFFCA17CC
內湖區,建物,台北市內湖區堤頂大道二段301號10樓,0.0,工,,,1020109,土地0建物2車位3,十層,10,廠辦,工業用,見使用執照,0901122,1064.12,0,0,0,無,有,無,386280,363,坡道平面,0.0,0,,RPRQMLLLJHIFFCA27CC
內湖區,房地(土地+建物)+車位,台北市內湖區成功路五段460號10樓,0.0,商,,,1020114,土地0建物1車位1,十層,16,辦公商業大樓,商業用,鋼筋混凝土造,0900117,499.43,0,0,0,無,有,無,150000,315,坡道平面,34.79,3500,,RPUQMLLLJHIFFCA57CC
中山區,建物,台北市中山區中山北路三段５３－５號１０樓,0.0,商,,,1011229,土地0建物0車位0,十層,11,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1000516,74.38,1,1,1,有,無,有,25500,343,,0.0,0,,RPORMLLLJHIFFCA07CC
中山區,建物,台北市中山區中山北路二段１０２號六樓之二,0.0,商,,,1011226,土地0建物1車位0,六層,12,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,0730322,126.17,3,1,2,有,有,有,33000,262,,0.0,0,,RPQRMLLLJHIFFCA27CC
內湖區,建物,台北市內湖區金湖路401巷24號8樓,0.0,住,,,1020102,土地0建物1車位0,八層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0880812,151.7,3,2,2,有,有,有,35500,234,坡道平面,0.0,0,,RPWRMLLLJHIFFCA87CC
大安區,建物,台北市大安區復興南路一段75號3樓,0.0,,,,1020104,土地0建物0車位0,三層,4,公寓(5樓含以下無電梯),住家用,加強磚造,,33.06,0,0,1,無,無,無,11000,333,,0.0,0,,RPSNMLLLJHIFFFA37CC
大安區,建物,台北市大安區忠孝東路四段181巷35弄10號二樓,0.0,其他,,,1020116,土地0建物1車位0,二層,6,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0770307,149.87,4,2,2,有,無,無,40000,267,,0.0,0,,RPTNMLLLJHIFFFA47CC
士林區,建物,台北市士林區中山北路6段441巷42-1號7樓,0.0,住,,,1020102,土地0建物1車位0,七層,10,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0901005,345.03,4,2,3,有,有,有,92000,267,坡道平面,104.24,0,租金總額92000元扣除代扣二代健保費及所得稅金共9360元每月實付出租人82640元內含車位租金及大樓管理費共計14000元,RPQPMLLLJHIFFEA27CC
中正區,建物,台北市中正區羅斯福路一段61號8樓,0.0,,,,1020119,土地0建物1車位0,八層,12,辦公商業大樓,住家用,鋼筋混凝土造,0740408,174.32,3,2,2,有,無,無,47000,270,,0.0,0,,RPQNMLLLJHIFFAA66CC
中山區,建物,台北市中山區松江路200號6樓,0.0,,,,1020118,土地0建物1車位0,六層,12,辦公商業大樓,商業用,鋼筋混凝土造,0700811,101.55,0,0,0,無,有,無,45000,443,,0.0,0,,RPSNMLLLJHIFFCA17DC
內湖區,建物,台北市內湖區內湖路一段244號,0.0,工,,,1020227,土地0建物1車位0,一層,10,廠辦,工業用,見使用執照,0891127,868.45,0,0,0,無,有,無,150000,173,,0.0,0,,RPOSMLLLJHIFFCA27DC
北投區,房地(土地+建物),台北市北投區光明路68號11樓之5,7.8,商,,,1020113,土地1建物1車位0,十一層,23,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,0961116,90.31,2,2,1,有,有,有,24000,266,,0.0,0,,RPTOMLLLJHIFFEA57DC
松山區,建物,台北市松山區南京東路四段171號8樓-3,0.0,,,,1020120,土地0建物1車位0,八層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,75.01,0,0,0,無,無,無,21000,280,,0.0,0,,RPUNMLLLJHIFFDA47DC
中山區,房地(土地+建物),台北市中山區新生北路三段43號3樓之7,2855.0,住,,,1011215,土地2建物1車位0,三層,11,套房(1房1廳1衛),住家用,鋼筋混凝土造,0670301,51.73,1,1,1,有,有,有,18000,348,,0.0,0,,RPXNMLMLJHIFFCA77DC
中山區,房地(土地+建物),台北市中山區新生北路三段43號3樓之7,2855.0,住,,,1011215,土地2建物1車位0,三層,11,套房(1房1廳1衛),住家用,鋼筋混凝土造,0670301,51.73,1,1,1,有,有,有,18000,348,,0.0,0,,RPOOMLMLJHIFFCA96DC
中山區,房地(土地+建物),台北市中山區新生北路三段43號3樓之7,2855.0,住,,,1011208,土地2建物1車位0,三層,11,套房(1房1廳1衛),住家用,鋼筋混凝土造,0670301,51.73,1,1,1,有,有,有,18000,348,,0.0,0,,RPROMLMLJHIFFCA27DC
中正區,建物,台北市萬華區臨沂街57巷8號5樓,0.0,住,,,1011224,土地0建物1車位0,五層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0721116,116.56,3,2,2,有,無,有,27000,232,,0.0,0,,RPPOMLMLJHIFFBA96DC
大安區,房地(土地+建物),台北市大安區敦化南路二段46號9樓之9,6.76,其他,,,1020102,土地1建物1車位0,九層,16,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,78.13,2,1,1,有,有,無,26000,333,,0.0,0,,RPQPMLMLJHIFFFA57DC
大安區,房地(土地+建物),台北市大安區仁愛路四段29之3號,5.58,其他,,,1020103,土地1建物1車位0,一層,12,店面(店鋪),,鋼筋混凝土造,,149.13,0,0,0,無,有,無,135000,905,,0.0,0,租賃日期自102/03/01至108/02/28止前三年租金135000元/月後三年租金150000元/月,RPRPMLMLJHIFFFA67DC
士林區,建物,台北市士林區天母西路50巷41號10樓,0.0,住,,,1020103,土地0建物1車位0,十層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0871125,337.17,4,2,2,有,有,有,86000,255,坡道平面,0.0,0,租金總額86000元內含車位租金8000元及建物租金61000元及大樓管理費16000元及公共電費1000元,RPTPMLMLJHIFFEA67CC
士林區,建物,台北市士林區中山北路7段219巷12-1號5樓,0.0,住,,,1020108,土地0建物1車位0,五層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0730723,135.8,3,2,2,有,無,有,30000,221,,0.0,0,,RPRRMLMLJHIFFEA67CC
